Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,41.431251525878906,41.4375,40.76874923706055,40.76874923706055,25.8090763092041,3600
1996-01-02,40.76874923706055,40.6875,40.006248474121094,40.1875,25.441116333007812,15600
1996-01-03,24.112499237060547,26.25,25.5,25.631250381469727,16.226133346557617,17600
1996-01-04,25.631250381469727,25.75,25.25,25.5,16.14303970336914,8800
1996-01-05,25.5,25.75,25.25,25.631250381469727,16.226133346557617,15200
1996-01-08,25.631250381469727,25.4375,25.131250381469727,25.21875,15.964996337890625,8800
1996-01-09,25.21875,25.375,24.381250381469727,24.431249618530273,15.46645736694336,25600
1996-01-10,25.125,25.125,24.375,24.84375,15.727595329284668,14800
1996-01-11,24.84375,24.875,24.5,24.71875,15.648462295532227,3600
1996-01-12,24.71875,25.375,24.375,25.231250762939453,15.972907066345215,24800
1996-01-15,25.231250762939453,25.25,25.0,25.231250762939453,15.972907066345215,4800
1996-01-16,25.231250762939453,25.5,24.875,25.368749618530273,16.05994987487793,7200
1996-01-17,25.368749618530273,25.375,25.0,25.231250762939453,15.972907066345215,6400
1996-01-18,25.231250762939453,25.625,24.993749618530273,25.625,16.2221736907959,250800
1996-01-19,25.25,25.375,25.006250381469727,25.25,15.984777450561523,20800
1996-01-22,25.25,25.375,25.024999618530273,25.25,15.984777450561523,24800
1996-01-23,25.25,26.3125,25.087499618530273,25.912500381469727,16.404176712036133,52000
1996-01-24,25.75,25.875,25.34375,25.5,16.14303970336914,6800
1996-01-25,25.5,26.25,25.25,26.25,16.617835998535156,122800
1996-01-26,26.25,26.25,26.25,26.25,16.617835998535156,0
1996-01-29,26.25,26.625,25.625,26.53125,16.795886993408203,4000
1996-01-30,26.53125,28.125,26.112499237060547,28.125,17.80482292175293,249200
1996-01-31,27.5,28.125,26.256250381469727,28.125,17.80482292175293,100800
1996-02-01,28.125,29.375,27.40625,29.34375,18.576364517211914,445200
1996-02-02,28.125,29.1875,28.125,29.043750762939453,18.386449813842773,32400
1996-02-05,29.043750762939453,30.3125,28.5,30.25,19.15007972717285,507600
1996-02-06,30.25,30.256250381469727,29.4375,29.950000762939453,18.960161209106445,68800
1996-02-07,29.950000762939453,30.96875,29.0,30.462499618530273,19.28460693359375,67600
1996-02-08,30.462499618530273,32.0,31.0,31.5,19.94140625,42800
1996-02-09,31.875,32.0,31.375,31.53125,19.96118927001953,61200
1996-02-12,31.75,32.75,30.25,30.956249237060547,19.597177505493164,38400
1996-02-13,30.625,32.506248474121094,30.262500762939453,32.349998474121094,20.479507446289062,90800
1996-02-14,33.125,35.375,33.125,34.875,22.077985763549805,460000
1996-02-15,34.875,35.25,34.0625,34.993751525878906,22.153162002563477,69200
1996-02-16,34.993751525878906,34.625,33.76874923706055,34.337501525878906,21.737720489501953,55200
1996-02-19,34.337501525878906,35.125,33.875,35.0,22.157123565673828,62400
1996-02-20,35.0,35.381248474121094,34.8125,35.03125,22.17689323425293,72400
1996-02-21,35.03125,35.03125,35.03125,35.03125,22.17689323425293,0
1996-02-22,35.03125,35.5,35.01874923706055,35.131248474121094,22.240209579467773,34400
1996-02-23,35.131248474121094,35.59375,35.068748474121094,35.337501525878906,22.370779037475586,39200
1996-02-26,35.337501525878906,36.75,35.625,36.5,23.106698989868164,68800
1996-02-27,36.5,37.0,36.125,36.84375,23.324317932128906,42800
1996-02-28,36.84375,36.875,35.625,35.875,22.711044311523438,23600
