Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,18.5,18.899999618530273,18.299999237060547,18.600000381469727,13.32038688659668,84409
2002-07-02,18.600000381469727,19.0,18.5,18.649999618530273,13.356196403503418,34616
2002-07-03,18.649999618530273,19.0,17.649999618530273,17.950000762939453,12.854893684387207,89445
2002-07-04,18.25,18.350000381469727,17.899999618530273,18.0,12.890698432922363,58765
2002-07-05,17.850000381469727,18.200000762939453,17.649999618530273,18.100000381469727,12.96231460571289,30847
2002-07-08,18.25,18.850000381469727,18.25,18.549999237060547,13.28458023071289,60407
2002-07-09,18.600000381469727,18.850000381469727,18.299999237060547,18.549999237060547,13.28458023071289,50930
2002-07-10,18.899999618530273,18.899999618530273,18.200000762939453,18.25,13.069734573364258,42355
2002-07-11,18.0,18.399999618530273,17.899999618530273,18.0,12.890698432922363,26325
2002-07-12,18.0,18.0,17.5,17.649999618530273,12.640046119689941,32957
2002-07-15,17.350000381469727,17.799999237060547,17.049999237060547,17.149999618530273,12.281970024108887,34568
2002-07-16,17.0,17.549999237060547,17.0,17.299999237060547,12.389391899108887,31833
2002-07-17,17.399999618530273,17.399999618530273,17.0,17.049999237060547,12.21035385131836,22651
2002-07-18,17.200000762939453,17.25,16.799999237060547,16.850000381469727,12.067126274108887,11050
2002-07-19,16.799999237060547,17.149999618530273,16.700000762939453,17.0,12.17454719543457,11950
2002-07-22,16.399999618530273,16.75,16.149999618530273,16.299999237060547,11.67324161529541,31590
2002-07-23,16.200000762939453,16.450000762939453,16.0,16.149999618530273,11.565818786621094,39520
2002-07-24,15.800000190734863,16.25,15.800000190734863,16.0,11.458396911621094,24985
2002-07-25,16.600000381469727,16.600000381469727,16.100000381469727,16.350000381469727,11.709051132202148,24071
2002-07-26,16.399999618530273,16.399999618530273,15.800000190734863,15.850000381469727,11.350975036621094,64231
2002-07-29,15.850000381469727,15.899999618530273,15.5,15.800000190734863,11.315168380737305,52025
2002-07-30,17.0,17.0,15.699999809265137,16.0,11.458396911621094,31304
2002-07-31,15.949999809265137,16.5,15.600000381469727,15.899999618530273,11.386781692504883,27554
2002-08-01,16.5,16.5,16.0,16.100000381469727,11.530014991760254,23971
2002-08-02,16.0,16.200000762939453,15.899999618530273,16.0,11.458396911621094,33639
